일자,시각,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),일사(MJ/m2),적설(cm)
2017-01-18,22,-1.6,,1.5,290.0,73.0,,,
2017-01-18,23,-1.8,,2.9,290.0,74.0,,,
2017-01-19,0,-1.9,,2.1,290.0,75.0,,,
2017-01-19,1,-2.6,,1.2,50.0,75.0,,,
2017-01-19,2,-3.4,,0.8,50.0,75.0,,,
2017-01-19,3,-3.7,,0.4,0.0,76.0,,,
2017-01-19,4,-4.1,,0.6,290.0,81.0,,,
2017-01-19,5,-4.5,,0.9,270.0,73.0,,,
2017-01-19,6,-4.6,,0.9,320.0,75.0,,,
2017-01-19,7,-4.8,,1.4,20.0,75.0,,,
2017-01-19,8,-4.8,,1.6,360.0,78.0,0.0,0.01,
2017-01-19,9,-4.2,,1.4,20.0,74.0,0.5,0.25,
2017-01-19,10,-2.3,,0.9,340.0,61.0,1.0,0.71,
2017-01-19,11,-1.2,,2.7,290.0,60.0,1.0,1.13,
2017-01-19,12,1.2,,1.1,290.0,44.0,1.0,1.24,
2017-01-19,13,2.6,,1.8,250.0,39.0,1.0,1.35,
2017-01-19,14,3.6,,1.7,200.0,41.0,1.0,1.23,
2017-01-19,15,4.6,,1.2,180.0,37.0,1.0,1.03,
2017-01-19,16,4.0,,2.8,270.0,33.0,0.9,0.73,
2017-01-19,17,1.5,,4.3,250.0,45.0,0.7,0.34,
2017-01-19,18,0.1,,3.4,250.0,44.0,0.0,0.06,
2017-01-19,19,-0.4,,1.4,270.0,48.0,,,
2017-01-19,20,-1.1,,0.7,290.0,50.0,,,
2017-01-19,21,-1.4,,0.9,270.0,43.0,,,
2017-01-19,22,-1.6,,1.4,250.0,45.0,,,
2017-01-19,23,-1.4,,1.9,270.0,46.0,,,
2017-01-20,0,-1.4,,0.6,270.0,50.0,,,
2017-01-20,1,-1.7,,1.1,360.0,52.0,,,
2017-01-20,2,-1.5,,1.3,20.0,50.0,,,
2017-01-20,3,-2.1,0.1,1.4,360.0,79.0,,,0.2
2017-01-20,4,-2.8,,0.9,360.0,91.0,,,2.5
2017-01-20,5,-3.2,,0.9,340.0,91.0,,,4.6
2017-01-20,6,-3.8,3.3,2.7,290.0,93.0,,,6.0
2017-01-20,7,-4.0,,3.3,290.0,93.0,,,6.3
2017-01-20,8,-4.1,,4.2,270.0,92.0,0.0,0.01,6.5
2017-01-20,9,-4.2,0.6,4.7,270.0,87.0,0.0,0.1,6.6
2017-01-20,10,-4.4,,4.5,270.0,75.0,0.0,0.23,6.6
2017-01-20,11,-4.1,,5.1,290.0,68.0,0.4,0.63,6.5
2017-01-20,12,-4.5,,5.7,270.0,68.0,0.6,0.67,6.4
2017-01-20,13,-4.2,,5.0,290.0,61.0,0.6,1.13,5.8
2017-01-20,14,-3.3,,3.3,320.0,54.0,1.0,1.3,5.5
2017-01-20,15,-2.6,,3.7,270.0,52.0,1.0,1.32,5.0
2017-01-20,16,-1.9,,2.9,250.0,50.0,1.0,0.96,4.6
2017-01-20,17,-3.2,,3.5,290.0,53.0,1.0,0.44,4.3
2017-01-20,18,-4.3,,3.1,290.0,52.0,0.4,0.09,4.3
2017-01-20,19,-5.0,,2.8,270.0,55.0,,,4.3
2017-01-20,20,-5.6,,2.7,290.0,58.0,,,4.3
2017-01-20,21,-6.2,,1.4,320.0,63.0,,,4.3
2017-01-20,22,-7.0,,1.7,270.0,65.0,,,4.3
2017-01-20,23,-7.4,,2.5,320.0,69.0,,,4.3
2017-01-21,0,-7.8,,2.7,270.0,68.0,,,4.3
2017-01-21,1,-8.4,,1.4,270.0,71.0,,,4.3
2017-01-21,2,-8.5,,1.6,270.0,70.0,,,4.3
2017-01-21,3,-9.3,,1.5,270.0,73.0,,,4.3
2017-01-21,4,-9.1,,0.5,360.0,71.0,,,4.3
2017-01-21,5,-9.6,,1.4,20.0,73.0,,,4.3
2017-01-21,6,-9.9,,2.7,20.0,78.0,,,4.0
2017-01-21,7,-9.9,,1.1,20.0,80.0,,,4.0
2017-01-21,8,-9.3,,1.5,360.0,75.0,0.0,0.02,4.0
2017-01-21,9,-8.3,0.0,1.9,20.0,72.0,0.0,0.17,4.0
2017-01-21,10,-6.2,,2.1,50.0,64.0,0.7,0.64,4.0
2017-01-21,11,-4.1,,1.8,50.0,58.0,0.9,1.06,3.6
2017-01-21,12,-3.1,0.0,1.5,20.0,59.0,0.3,0.95,3.6
2017-01-21,13,-1.0,,1.7,20.0,54.0,1.0,1.76,2.6
2017-01-21,14,-1.2,,1.7,20.0,59.0,0.4,0.8,2.5
2017-01-21,15,-2.0,0.1,2.4,50.0,79.0,0.0,0.52,2.7
2017-01-21,16,-2.2,,0.5,360.0,85.0,0.0,0.29,3.4
2017-01-21,17,-2.5,,0.8,360.0,90.0,0.0,0.13,4.1
2017-01-21,18,-2.4,1.3,1.1,230.0,91.0,0.0,0.03,4.8
2017-01-21,19,-2.8,,1.8,230.0,88.0,,,4.8
2017-01-21,20,-3.1,,2.2,250.0,84.0,,,4.8
2017-01-21,21,-3.5,0.0,0.5,250.0,82.0,,,4.8
2017-01-21,22,-4.2,,0.9,200.0,83.0,,,4.8
2017-01-21,23,-4.2,,1.4,200.0,80.0,,,4.8
2017-01-22,0,-3.3,0.7,4.0,290.0,91.0,,,5.7
2017-01-22,1,-4.3,,3.4,290.0,72.0,,,5.7
2017-01-22,2,-5.9,,4.3,290.0,60.0,,,5.7
2017-01-22,3,-6.9,0.0,3.2,270.0,55.0,,,5.7
2017-01-22,4,-7.8,,3.0,270.0,54.0,,,5.7
2017-01-22,5,-8.5,,3.6,290.0,50.0,,,5.7
2017-01-22,6,-8.9,,4.8,290.0,52.0,,,5.7
2017-01-22,7,-9.3,,3.3,290.0,54.0,,,5.5
2017-01-22,8,-9.6,,2.6,290.0,54.0,0.0,0.02,5.4
2017-01-22,9,-9.4,,4.0,270.0,51.0,0.7,0.29,5.2
2017-01-22,10,-8.8,,4.1,290.0,48.0,1.0,0.84,5.0
2017-01-22,11,-7.8,,3.5,290.0,45.0,1.0,1.34,4.6
2017-01-22,12,-7.6,,4.4,290.0,47.0,1.0,1.65,4.5
2017-01-22,13,-6.1,,3.8,270.0,45.0,1.0,1.79,4.2
2017-01-22,14,-5.8,,2.8,270.0,44.0,1.0,1.72,4.0
2017-01-22,15,-5.4,,4.5,270.0,43.0,1.0,1.47,3.9
2017-01-22,16,-5.3,,4.3,290.0,39.0,1.0,1.02,3.7
2017-01-22,17,-6.4,,4.7,270.0,42.0,1.0,0.49,3.6
2017-01-22,18,-7.5,,2.9,270.0,47.0,0.4,0.1,3.5
2017-01-22,19,-8.3,,4.4,270.0,46.0,,,3.5
2017-01-22,20,-8.7,,2.6,290.0,52.0,,,3.5
2017-01-22,21,-9.5,,2.9,290.0,54.0,,,3.5
2017-01-22,22,-10.0,,3.1,270.0,60.0,,,3.5
2017-01-22,23,-10.4,,1.9,320.0,63.0,,,3.5
2017-01-23,0,-10.9,,2.1,270.0,61.0,,,3.5
2017-01-23,1,-11.1,,2.7,250.0,63.0,,,3.5
2017-01-23,2,-10.9,,2.1,250.0,62.0,,,3.5
2017-01-23,3,-11.0,,2.8,270.0,58.0,,,3.5
2017-01-23,4,-11.3,,1.8,340.0,59.0,,,3.5
2017-01-23,5,-12.2,,0.6,290.0,59.0,,,3.5
2017-01-23,6,-12.6,,1.3,270.0,58.0,,,3.5
2017-01-23,7,-12.4,,1.4,290.0,56.0,,,3.5
2017-01-23,8,-12.3,,1.6,360.0,55.0,0.0,0.02,3.5
2017-01-23,9,-11.8,,2.4,320.0,50.0,1.0,0.31,3.4
2017-01-23,10,-10.2,,2.6,290.0,42.0,1.0,0.83,3.2
2017-01-23,11,-8.6,,1.6,290.0,39.0,1.0,1.31,3.0
2017-01-23,12,-7.4,,2.4,290.0,41.0,1.0,1.61,2.8
2017-01-23,13,-6.5,,3.1,320.0,36.0,1.0,1.8,2.7
2017-01-23,14,-5.7,,3.4,270.0,36.0,1.0,1.77,2.6
2017-01-23,15,-4.8,,3.6,270.0,35.0,1.0,1.51,2.5
2017-01-23,16,-4.3,,3.1,270.0,35.0,1.0,1.05,2.4
2017-01-23,17,-4.7,,2.6,270.0,37.0,1.0,0.5,2.3
2017-01-23,18,-6.1,,2.0,250.0,43.0,0.4,0.1,2.3
2017-01-23,19,-6.8,,2.3,250.0,46.0,,,2.3
2017-01-23,20,-7.2,,2.1,270.0,49.0,,,2.3
2017-01-23,21,-7.8,,2.1,340.0,46.0,,,2.3
2017-01-23,22,-8.2,,3.4,320.0,43.0,,,2.3
2017-01-23,23,-8.8,,2.1,340.0,48.0,,,2.3
2017-01-24,0,-9.5,,0.8,320.0,56.0,,,2.3
2017-01-24,1,-10.0,,2.4,290.0,60.0,,,2.3
2017-01-24,2,-10.2,,2.7,250.0,60.0,,,2.3
2017-01-24,3,-10.4,,1.6,250.0,62.0,,,2.3
2017-01-24,4,-11.3,,0.3,0.0,66.0,,,2.3
2017-01-24,5,-11.2,,0.7,290.0,67.0,,,2.3
2017-01-24,6,-11.3,,1.4,290.0,68.0,,,2.3
2017-01-24,7,-11.1,,1.2,290.0,68.0,,,2.3
2017-01-24,8,-11.2,,1.6,270.0,70.0,0.0,0.02,2.3
2017-01-24,9,-9.8,,2.0,290.0,61.0,1.0,0.34,2.1
2017-01-24,10,-7.7,,2.2,290.0,47.0,1.0,0.89,2.0
2017-01-24,11,-6.0,,2.8,320.0,36.0,1.0,1.39,2.0
2017-01-24,12,-5.2,,3.0,290.0,38.0,1.0,1.69,2.0
2017-01-24,13,-4.1,,2.8,290.0,31.0,1.0,1.79,2.0
2017-01-24,14,-2.5,,2.3,270.0,30.0,1.0,1.76,2.0
2017-01-24,15,-2.1,,3.3,270.0,30.0,1.0,1.51,2.0
2017-01-24,16,-1.7,,2.9,290.0,31.0,1.0,1.06,2.0
2017-01-24,17,-2.0,,1.6,250.0,33.0,1.0,0.51,1.9
2017-01-24,18,-3.9,,2.0,270.0,35.0,0.4,0.11,1.9
2017-01-24,19,-4.8,,2.5,270.0,51.0,,,1.9
2017-01-24,20,-5.5,,2.0,270.0,52.0,,,1.9
2017-01-24,21,-5.8,,1.8,270.0,53.0,,,1.9
2017-01-24,22,-6.4,,0.8,340.0,54.0,,,1.9
2017-01-24,23,-7.3,,0.3,0.0,52.0,,,1.9
2017-01-25,0,-7.5,,1.2,270.0,50.0,,,1.9
2017-01-25,1,-8.2,,0.8,230.0,53.0,,,1.9
2017-01-25,2,-8.5,,2.0,270.0,56.0,,,1.9
2017-01-25,3,-9.1,,0.6,290.0,62.0,,,1.9
2017-01-25,4,-9.6,,1.5,20.0,65.0,,,1.9
2017-01-25,5,-9.5,,1.0,340.0,64.0,,,1.9
2017-01-25,6,-10.1,,0.9,270.0,69.0,,,1.9
2017-01-25,7,-10.2,,0.9,320.0,71.0,,,1.9
2017-01-25,8,-10.2,,1.0,360.0,68.0,0.0,0.02,1.9
2017-01-25,9,-9.3,,0.8,360.0,61.0,1.0,0.32,1.9
2017-01-25,10,-6.7,,1.0,360.0,52.0,1.0,0.85,1.9
2017-01-25,11,-2.7,,0.7,180.0,41.0,1.0,1.27,1.9
2017-01-25,12,-1.3,,1.9,270.0,29.0,1.0,1.63,1.9
2017-01-25,13,-1.6,,3.8,320.0,31.0,1.0,1.8,1.9
2017-01-25,14,-0.3,,3.0,270.0,32.0,1.0,1.76,1.8
2017-01-25,15,0.0,,3.0,320.0,32.0,1.0,1.49,1.7
2017-01-25,16,0.1,,2.9,290.0,30.0,1.0,1.03,1.6
2017-01-25,17,-0.4,,1.9,270.0,34.0,1.0,0.5,1.5
2017-01-25,18,-2.1,,1.6,270.0,42.0,0.5,0.11,1.5
2017-01-25,19,-2.9,,2.0,290.0,50.0,,,1.5
2017-01-25,20,-3.7,,1.5,250.0,54.0,,,1.5
2017-01-25,21,-4.3,,2.2,290.0,52.0,,,1.5
2017-01-25,22,-5.0,,0.5,270.0,54.0,,,1.5
2017-01-25,23,-5.6,,1.0,250.0,57.0,,,1.5
2017-01-26,0,-5.8,,0.3,0.0,58.0,,,1.5
2017-01-26,1,-6.1,,0.7,20.0,64.0,,,1.5
2017-01-26,2,-6.5,,1.9,20.0,65.0,,,1.5
2017-01-26,3,-6.9,,0.6,20.0,66.0,,,1.5
2017-01-26,4,-7.3,,2.1,20.0,68.0,,,1.5
2017-01-26,5,-7.6,,1.8,20.0,71.0,,,1.5
2017-01-26,6,-7.8,,1.5,20.0,72.0,,,1.5
2017-01-26,7,-7.8,,2.5,50.0,70.0,,,1.5
2017-01-26,8,-7.6,,1.7,20.0,67.0,0.0,0.03,1.5
2017-01-26,9,-6.4,,2.8,50.0,62.0,0.6,0.29,1.4
2017-01-26,10,-4.1,,2.8,50.0,54.0,1.0,0.75,1.4
2017-01-26,11,-2.1,,2.4,50.0,52.0,0.9,0.99,1.4
2017-01-26,12,-0.4,,2.2,20.0,46.0,1.0,1.38,1.4
2017-01-26,13,1.3,,1.5,20.0,46.0,0.9,1.27,1.3
2017-01-26,14,2.8,,1.9,160.0,45.0,0.8,1.15,1.3
2017-01-26,15,3.0,,1.1,140.0,51.0,0.5,0.84,1.2
2017-01-26,16,2.5,,3.1,180.0,59.0,0.0,0.22,1.2
2017-01-26,17,2.4,,2.1,160.0,61.0,0.0,0.11,1.2
2017-01-26,18,2.3,,2.3,160.0,61.0,0.0,0.03,1.2
2017-01-26,19,2.3,,1.6,160.0,67.0,,,1.2
2017-01-26,20,2.4,,3.4,180.0,70.0,,,1.2
2017-01-26,21,2.6,,3.2,180.0,72.0,,,1.2
2017-01-26,22,2.8,,3.8,180.0,74.0,,,1.2
2017-01-26,23,3.0,,5.1,200.0,78.0,,,1.2
2017-01-27,0,3.2,0.3,4.7,200.0,85.0,,,0.9
2017-01-27,1,3.0,,4.8,200.0,91.0,,,
2017-01-27,2,2.7,,4.4,250.0,90.0,,,
2017-01-27,3,1.5,3.0,5.9,270.0,82.0,,,
2017-01-27,4,-0.7,,5.0,270.0,71.0,,,
2017-01-27,5,-2.2,,3.2,270.0,65.0,,,
2017-01-27,6,-3.4,,4.1,290.0,48.0,,,
2017-01-27,7,-4.2,,4.1,290.0,47.0,,,
2017-01-27,8,-4.8,,3.8,270.0,49.0,0.0,0.02,
2017-01-27,9,-4.8,,4.5,290.0,46.0,0.7,0.31,
2017-01-27,10,-4.0,,3.3,270.0,44.0,1.0,0.83,
2017-01-27,11,-3.4,,3.2,290.0,41.0,1.0,1.33,
2017-01-27,12,-2.4,,3.3,270.0,40.0,1.0,1.68,
2017-01-27,13,-0.8,,3.0,270.0,37.0,1.0,1.83,
2017-01-27,14,-0.3,,3.0,250.0,33.0,1.0,1.81,
2017-01-27,15,0.1,,3.5,270.0,31.0,1.0,1.58,
2017-01-27,16,0.1,,3.2,270.0,29.0,1.0,1.17,
2017-01-27,17,-0.7,,3.5,270.0,30.0,1.0,0.64,
2017-01-27,18,-2.1,,3.3,250.0,37.0,0.5,0.12,
2017-01-27,19,-2.8,,2.9,250.0,40.0,,,
2017-01-27,20,-3.5,,2.0,270.0,36.0,,,
2017-01-27,21,-4.2,,1.2,20.0,43.0,,,
2017-01-27,22,-4.6,,1.9,270.0,45.0,,,
2017-01-27,23,-5.2,,1.8,270.0,48.0,,,
2017-01-28,0,-5.6,,2.3,290.0,51.0,,,
2017-01-28,1,-6.1,,2.6,270.0,52.0,,,
2017-01-28,2,-6.5,,1.0,360.0,55.0,,,
2017-01-28,3,-7.1,,2.2,20.0,57.0,,,
2017-01-28,4,-7.3,,2.0,20.0,52.0,,,
2017-01-28,5,-7.9,,2.5,50.0,50.0,,,
2017-01-28,6,-8.0,,2.1,70.0,48.0,,,
2017-01-28,7,-8.2,,1.0,20.0,55.0,,,
2017-01-28,8,-8.1,,2.6,20.0,57.0,0.2,0.03,
2017-01-28,9,-6.8,,2.1,50.0,51.0,0.6,0.28,
2017-01-28,10,-4.0,,2.1,50.0,41.0,1.0,0.86,
2017-01-28,11,-1.5,,1.6,20.0,35.0,1.0,1.35,
2017-01-28,12,0.2,,1.0,20.0,28.0,1.0,1.63,
2017-01-28,13,2.6,,1.4,70.0,22.0,1.0,1.83,
2017-01-28,14,4.0,,2.0,90.0,21.0,1.0,1.76,
2017-01-28,15,4.0,,2.3,90.0,20.0,1.0,1.22,
2017-01-28,16,3.9,,2.6,50.0,20.0,0.5,0.76,
2017-01-28,17,3.5,,1.1,360.0,22.0,0.5,0.42,
2017-01-28,18,2.4,,0.6,20.0,29.0,0.0,0.08,
2017-01-28,19,1.7,,1.2,320.0,34.0,,,
2017-01-28,20,1.4,,1.7,50.0,32.0,,,
2017-01-28,21,1.3,,2.2,50.0,34.0,,,
2017-01-28,22,1.1,,2.0,50.0,33.0,,,
2017-01-28,23,1.1,,1.8,50.0,35.0,,,
2017-01-29,0,1.1,,1.8,70.0,37.0,,,
2017-01-29,1,1.0,,2.2,70.0,35.0,,,
2017-01-29,2,1.1,,1.3,70.0,40.0,,,
2017-01-29,3,1.1,,1.8,70.0,38.0,,,
2017-01-29,4,1.3,,2.6,90.0,35.0,,,
2017-01-29,5,1.3,,2.1,70.0,35.0,,,
2017-01-29,6,1.4,0.0,1.5,20.0,37.0,,,
2017-01-29,7,1.6,,2.4,70.0,37.0,,,
2017-01-29,8,1.5,,1.5,70.0,36.0,0.0,0.02,
2017-01-29,9,1.8,,0.9,90.0,40.0,0.0,0.1,
2017-01-29,10,2.2,,1.2,50.0,43.0,0.0,0.17,
2017-01-29,11,2.5,,1.1,50.0,62.0,0.0,0.27,
2017-01-29,12,1.7,0.2,1.1,360.0,81.0,0.0,0.26,
2017-01-29,13,1.6,,2.6,50.0,89.0,0.0,0.39,
2017-01-29,14,1.0,,2.0,70.0,91.0,0.0,0.25,
2017-01-29,15,0.9,0.8,2.1,50.0,92.0,0.0,0.17,
2017-01-29,16,0.6,,0.7,360.0,93.0,0.0,0.15,
2017-01-29,17,0.7,,1.1,270.0,94.0,0.0,0.12,0.4
2017-01-29,18,0.5,1.8,0.9,270.0,94.0,0.0,0.04,0.6
2017-01-29,19,0.2,,2.2,270.0,95.0,,,1.1
2017-01-29,20,0.0,,2.1,270.0,95.0,,,1.6
2017-01-29,21,-0.2,1.3,2.0,290.0,95.0,,,1.7
2017-01-29,22,-0.4,,3.2,290.0,95.0,,,2.0
2017-01-29,23,-0.6,,2.6,270.0,94.0,,,2.1
2017-01-30,0,-0.9,0.4,3.7,270.0,92.0,,,2.1
2017-01-30,1,-1.1,,3.6,270.0,90.0,,,2.1
2017-01-30,2,-1.3,,2.8,250.0,88.0,,,2.2
2017-01-30,3,-1.8,0.1,5.1,250.0,86.0,,,2.2
2017-01-30,4,-2.7,,3.9,250.0,86.0,,,2.2
2017-01-30,5,-4.0,,3.9,250.0,85.0,,,2.2
2017-01-30,6,-4.4,,3.5,270.0,82.0,,,2.2
2017-01-30,7,-5.3,,4.1,270.0,81.0,,,2.2
2017-01-30,8,-5.9,,2.3,270.0,79.0,0.0,0.01,2.2
2017-01-30,9,-6.5,,4.1,270.0,70.0,0.2,0.19,2.2
2017-01-30,10,-6.3,,5.1,290.0,62.0,1.0,0.84,2.1
2017-01-30,11,-5.6,,4.7,270.0,58.0,1.0,1.32,2.0
2017-01-30,12,-4.7,,3.7,290.0,52.0,1.0,1.76,1.9
2017-01-30,13,-4.5,,3.7,290.0,50.0,1.0,1.92,1.9
2017-01-30,14,-2.8,,2.8,270.0,49.0,1.0,1.87,1.8
2017-01-30,15,-2.0,,2.8,250.0,47.0,1.0,1.61,1.7
2017-01-30,16,-2.5,,3.1,270.0,48.0,1.0,1.17,1.5
2017-01-30,17,-3.3,,3.2,270.0,47.0,1.0,0.65,1.5
2017-01-30,18,-4.9,,2.9,290.0,49.0,0.5,0.15,1.5
2017-01-30,19,-5.6,,3.1,340.0,48.0,,,1.5
2017-01-30,20,-6.0,,2.7,340.0,48.0,,,1.5
2017-01-30,21,-6.3,,2.6,320.0,50.0,,,1.5
2017-01-30,22,-7.1,,1.7,290.0,53.0,,,1.5
2017-01-30,23,-7.3,,3.3,290.0,50.0,,,1.5
2017-01-31,0,-7.9,,0.9,290.0,55.0,,,1.5
2017-01-31,1,-8.2,,1.9,270.0,55.0,,,1.5
2017-01-31,2,-8.9,,1.6,270.0,55.0,,,1.5
2017-01-31,3,-9.0,,1.9,270.0,56.0,,,1.5
2017-01-31,4,-9.7,,1.1,20.0,60.0,,,1.5
2017-01-31,5,-9.6,,1.2,360.0,59.0,,,1.5
2017-01-31,6,-9.7,,1.7,20.0,63.0,,,1.5
2017-01-31,7,-9.6,,1.1,340.0,63.0,,,1.5
2017-01-31,8,-9.4,,0.7,360.0,60.0,0.0,0.03,1.5
2017-01-31,9,-8.3,,0.8,270.0,56.0,0.2,0.22,1.5
2017-01-31,10,-5.4,,0.7,160.0,47.0,0.7,0.79,1.5
2017-01-31,11,-4.2,,2.3,270.0,34.0,1.0,1.28,1.5
2017-01-31,12,-2.7,,1.1,290.0,31.0,1.0,1.62,1.4
2017-01-31,13,-1.0,,1.5,250.0,27.0,1.0,1.53,1.4
2017-01-31,14,-0.6,,2.4,270.0,29.0,1.0,1.84,1.3
2017-01-31,15,-0.2,,2.9,250.0,29.0,1.0,1.54,1.0
2017-01-31,16,-0.5,,2.6,270.0,28.0,1.0,1.21,0.9
2017-01-31,17,-1.4,,2.2,250.0,27.0,1.0,0.6,0.8
2017-01-31,18,-3.0,,2.4,270.0,33.0,0.3,0.14,0.8
2017-01-31,19,-3.7,,2.0,270.0,34.0,,,0.8
2017-01-31,20,-4.0,,2.3,290.0,38.0,,,0.8
2017-01-31,21,-4.8,,1.2,270.0,43.0,,,0.8
2017-01-31,22,-5.0,,2.5,270.0,44.0,,,0.8
2017-01-31,23,-5.1,,1.9,290.0,44.0,,,0.8
2017-02-01,0,-5.7,,0.8,290.0,47.0,,,0.8
2017-02-01,1,-5.8,,0.6,250.0,46.0,,,0.8
2017-02-01,2,-6.2,,0.3,0.0,47.0,,,0.8
2017-02-01,3,-6.0,,0.6,200.0,51.0,,,0.8
2017-02-01,4,-5.7,,0.0,0.0,57.0,,,0.8
2017-02-01,5,-5.4,,0.9,360.0,55.0,,,0.8
2017-02-01,6,-5.0,,0.4,0.0,58.0,,,0.8
2017-02-01,7,-5.0,,1.1,270.0,61.0,,,0.8
2017-02-01,8,-4.8,,1.6,290.0,64.0,0.0,0.02,0.8
2017-02-01,9,-4.1,,3.6,320.0,61.0,0.9,0.36,0.7
2017-02-01,10,-3.0,,2.8,290.0,57.0,1.0,0.93,0.6
2017-02-01,11,-1.8,,2.6,290.0,46.0,1.0,1.42,0.5
2017-02-01,12,-1.1,,4.3,290.0,33.0,1.0,1.75,0.4
2017-02-01,13,-0.6,,4.5,270.0,32.0,1.0,1.94,
2017-02-01,14,-0.2,,4.4,290.0,31.0,1.0,1.89,
2017-02-01,15,-0.1,,4.5,290.0,30.0,1.0,1.62,
2017-02-01,16,0.1,,3.5,270.0,29.0,1.0,1.23,
2017-02-01,17,-0.7,,3.5,290.0,29.0,1.0,0.69,
2017-02-01,18,-2.6,,3.4,270.0,33.0,0.6,0.17,
2017-02-01,19,-3.5,,3.1,270.0,36.0,,,
2017-02-01,20,-4.4,,4.0,270.0,36.0,,,
2017-02-01,21,-5.4,,3.9,290.0,43.0,,,
2017-02-01,22,-6.4,,3.0,270.0,47.0,,,
2017-02-01,23,-6.9,,2.4,290.0,46.0,,,
2017-02-02,0,-7.4,,2.9,320.0,47.0,,,
2017-02-02,1,-7.5,,5.5,290.0,46.0,,,
2017-02-02,2,-7.7,,4.1,320.0,44.0,,,
2017-02-02,3,-8.1,,3.2,320.0,47.0,,,
2017-02-02,4,-8.6,,1.6,270.0,47.0,,,
2017-02-02,5,-8.9,,2.2,270.0,47.0,,,
2017-02-02,6,-8.9,,2.5,270.0,47.0,,,
2017-02-02,7,-9.2,,1.7,270.0,50.0,,,
2017-02-02,8,-9.1,,1.4,250.0,53.0,0.2,0.04,
2017-02-02,9,-7.7,,1.6,290.0,39.0,1.0,0.44,
2017-02-02,10,-4.7,,2.4,250.0,29.0,1.0,1.02,
2017-02-02,11,-2.2,,1.9,270.0,24.0,1.0,1.52,
2017-02-02,12,-0.8,,3.6,270.0,24.0,1.0,1.86,
2017-02-02,13,0.5,,3.4,290.0,33.0,1.0,1.98,
2017-02-02,14,1.3,,3.7,290.0,39.0,1.0,1.91,
2017-02-02,15,2.9,,3.7,270.0,42.0,1.0,1.64,
2017-02-02,16,3.0,,3.5,250.0,51.0,1.0,1.2,
2017-02-02,17,2.3,,2.9,250.0,56.0,0.9,0.44,
2017-02-02,18,1.2,,2.3,250.0,65.0,0.5,0.15,
2017-02-02,19,0.4,,2.7,250.0,71.0,,,
2017-02-02,20,0.3,,1.8,270.0,74.0,,,
2017-02-02,21,0.2,,2.1,250.0,76.0,,,
2017-02-02,22,0.6,,2.4,250.0,77.0,,,
2017-02-02,23,0.3,,2.1,250.0,80.0,,,
2017-02-03,0,-0.3,,1.4,250.0,83.0,,,
2017-02-03,1,-0.2,,1.7,250.0,78.0,,,
2017-02-03,2,0.2,,1.4,270.0,74.0,,,
2017-02-03,3,0.0,,0.4,0.0,75.0,,,
2017-02-03,4,-0.6,,0.8,320.0,77.0,,,
2017-02-03,5,-1.2,,0.5,290.0,78.0,,,
2017-02-03,6,-1.8,,0.8,250.0,77.0,,,
2017-02-03,7,-2.1,,0.5,250.0,77.0,,,
2017-02-03,8,-2.3,,0.9,270.0,77.0,0.0,0.03,
2017-02-03,9,-1.5,,0.5,20.0,69.0,0.8,0.33,
2017-02-03,10,0.7,,1.6,20.0,64.0,1.0,0.81,
2017-02-03,11,2.5,,1.0,200.0,57.0,1.0,1.1,
2017-02-03,12,4.7,,2.8,200.0,51.0,1.0,1.43,
2017-02-03,13,5.0,,2.5,230.0,45.0,1.0,1.73,
2017-02-03,14,6.0,,2.8,250.0,43.0,1.0,1.67,
2017-02-03,15,6.5,,3.0,270.0,41.0,1.0,1.47,
2017-02-03,16,6.2,,3.0,250.0,47.0,1.0,1.05,
2017-02-03,17,5.5,,2.1,250.0,50.0,1.0,0.56,
2017-02-03,18,3.6,,2.6,270.0,60.0,0.4,0.15,
2017-02-03,19,2.5,,1.9,290.0,67.0,,,
2017-02-03,20,1.9,,1.4,290.0,70.0,,,
2017-02-03,21,1.0,,2.2,270.0,75.0,,,
2017-02-03,22,0.6,,0.1,0.0,77.0,,,
2017-02-03,23,0.4,,1.0,270.0,78.0,,,
2017-02-04,0,-0.2,,0.7,20.0,75.0,,,
2017-02-04,1,-0.5,,1.1,340.0,78.0,,,
2017-02-04,2,-0.9,,0.6,20.0,79.0,,,
2017-02-04,3,-1.3,,0.5,20.0,82.0,,,
2017-02-04,4,-1.7,,1.0,20.0,85.0,,,
2017-02-04,5,-2.1,,1.8,20.0,86.0,,,
2017-02-04,6,-2.5,,1.0,20.0,87.0,,,
2017-02-04,7,-2.8,,0.8,20.0,87.0,,,
2017-02-04,8,-2.9,,1.2,20.0,87.0,0.0,0.04,
2017-02-04,9,-1.4,,1.9,70.0,75.0,0.8,0.37,
2017-02-04,10,0.2,,1.9,50.0,73.0,0.2,0.49,
2017-02-04,11,1.3,,2.7,50.0,69.0,0.0,0.56,
2017-02-04,12,1.8,,2.1,50.0,69.0,0.0,0.46,
2017-02-04,13,2.6,,2.2,20.0,62.0,0.0,0.52,
2017-02-04,14,3.0,,0.6,340.0,59.0,0.0,0.46,
2017-02-04,15,3.2,,1.8,50.0,58.0,0.0,0.29,
2017-02-04,16,3.1,,1.9,20.0,58.0,0.0,0.23,
2017-02-04,17,2.8,,2.3,20.0,58.0,0.0,0.12,
2017-02-04,18,2.6,,1.5,50.0,59.0,0.0,0.05,
